"Census Profile, 2021 Census of Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,British Columbia [Province],,,,,,,,,,,,Alberta [Province],,,,,,,,,,,,Saskatchewan [Province],,,,,,,,,,,,Manitoba [Province],,,,,,,,,,,,Ontario [Province],,,,,,,,,,,
Language spoken most often at home,        Japanese,,10220,,4190,,6035,,0.2,,0.2,,0.2,,2195,,920,,1275,,0.1,,0,,0.1,,90,,30,,60,,0,,0,,0,,195,,85,,110,,0,,0,,0,,5875,,2485,,3390,,0,,0,,0,
Language spoken most often at home,        Korean,,45525,,20925,,24600,,0.9,,0.9,,1,,14510,,6915,,7590,,0.3,,0.3,,0.4,,1250,,625,,630,,0.1,,0.1,,0.1,,2685,,1295,,1390,,0.2,,0.2,,0.2,,53585,,24865,,28720,,0.4,,0.4,,0.4,
Language spoken most often at home,        Mongolian,,220,,115,,105,,0,,0,,0,,360,,165,,200,,0,,0,,0,,20,,10,,15,,0,,0,,0,,5,,0,,5,,0,,0,,0,,290,,145,,145,,0,,0,,0,
Language spoken most often at home,        Niger-Congo languages,,1485,,705,,780,,0,,0,,0,,6470,,3055,,3415,,0.2,,0.1,,0.2,,1130,,550,,580,,0.1,,0.1,,0.1,,2160,,1035,,1125,,0.2,,0.2,,0.2,,16065,,7275,,8785,,0.1,,0.1,,0.1,
Language spoken most often at home,          Akan (Twi),,165,,85,,80,,0,,0,,0,,750,,370,,380,,0,,0,,0,,75,,40,,40,,0,,0,,0,,105,,60,,45,,0,,0,,0,,4370,,1945,,2425,,0,,0,,0,
Language spoken most often at home,          Bamanankan,,5,,5,,0,,0,,0,,0,,15,,10,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,5,,10,,0,,0,,0,,80,,40,,40,,0,,0,,0,
Language spoken most often at home,          Edo,,10,,5,,5,,0,,0,,0,,40,,25,,20,,0,,0,,0,,5,,0,,5,,0,,0,,0,,10,,0,,5,,0,,0,,0,,270,,105,,170,,0,,0,,0,
Language spoken most often at home,          Éwé,,45,,20,,20,,0,,0,,0,,50,,30,,25,,0,,0,,0,,5,,5,,5,,0,,0,,0,,10,,5,,5,,0,,0,,0,,120,,50,,65,,0,,0,,0,
Language spoken most often at home,"          Fulah (Pular, Pulaar, Fulfulde)",,15,,10,,10,,0,,0,,0,,145,,70,,75,,0,,0,,0,,10,,5,,5,,0,,0,,0,,55,,30,,25,,0,,0,,0,,220,,110,,115,,0,,0,,0,
Language spoken most often at home,          Ga,,15,,10,,5,,0,,0,,0,,30,,15,,20,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,170,,70,,100,,0,,0,,0,
Language spoken most often at home,          Ganda,,30,,20,,10,,0,,0,,0,,110,,50,,60,,0,,0,,0,,30,,15,,10,,0,,0,,0,,5,,5,,5,,0,,0,,0,,345,,160,,180,,0,,0,,0,
Language spoken most often at home,          Gikuyu,,10,,5,,10,,0,,0,,0,,20,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,70,,35,,35,,0,,0,,0,
Language spoken most often at home,          Igbo,,85,,40,,45,,0,,0,,0,,445,,215,,225,,0,,0,,0,,95,,50,,45,,0,,0,,0,,160,,80,,80,,0,,0,,0,,660,,330,,330,,0,,0,,0,
Language spoken most often at home,          Kinyarwanda (Rwanda),,105,,50,,55,,0,,0,,0,,565,,255,,315,,0,,0,,0,,70,,40,,30,,0,,0,,0,,135,,65,,65,,0,,0,,0,,775,,330,,445,,0,,0,,0,
Language spoken most often at home,          Lingala,,25,,10,,10,,0,,0,,0,,140,,60,,80,,0,,0,,0,,30,,15,,15,,0,,0,,0,,50,,25,,30,,0,,0,,0,,330,,135,,190,,0,,0,,0,
Language spoken most often at home,          Luba-Kasai,,0,,0,,0,,0,,0,,0,,20,,10,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,5,,5,,0,,0,,0,,35,,10,,25,,0,,0,,0,
Language spoken most often at home,          Mňoré,,0,,0,,0,,0,,0,,0,,20,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,5,,5,,0,,0,,0,
Language spoken most often at home,          Mwani,,0,,0,,0,,0,,0,,0,,50,,30,,25,,0,,0,,0,,10,,0,,5,,0,,0,,0,,5,,5,,0,,0,,0,,0,,80,,40,,35,,0,,0,,0,
Language spoken most often at home,          Ndebele,,10,,5,,5,,0,,0,,0,,140,,65,,80,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,115,,55,,60,,0,,0,,0,
Language spoken most often at home,          Rundi (Kirundi),,130,,60,,75,,0,,0,,0,,330,,160,,175,,0,,0,,0,,115,,50,,60,,0,,0,,0,,105,,55,,50,,0,,0,,0,,1375,,630,,750,,0,,0,,0,
Language spoken most often at home,          Shona,,65,,35,,35,,0,,0,,0,,375,,180,,195,,0,,0,,0,,35,,15,,15,,0,,0,,0,,25,,5,,15,,0,,0,,0,,450,,195,,250,,0,,0,,0,
Language spoken most often at home,          Soninke,,0,,0,,0,,0,,0,,0,,15,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,105,,60,,40,,0,,0,,0,
Language spoken most often at home,          Sotho-Tswana languages,,5,,5,,0,,0,,0,,0,,55,,20,,35,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,55,,20,,35,,0,,0,,0,
Language spoken most often at home,          Swahili,,375,,175,,205,,0,,0,,0,,1100,,505,,595,,0,,0,,0,,240,,125,,110,,0,,0,,0,,580,,275,,305,,0,,0,,0,,2775,,1250,,1525,,0,,0,,0,
Language spoken most often at home,          Wojenaka,,0,,0,,0,,0,,0,,0,,5,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,25,,15,,0,,0,,0,
Language spoken most often at home,          Wolof,,15,,10,,5,,0,,0,,0,,175,,100,,80,,0,,0,,0,,10,,5,,10,,0,,0,,0,,70,,40,,30,,0,,0,,0,,165,,80,,80,,0,,0,,0,
Language spoken most often at home,          Yoruba,,160,,80,,80,,0,,0,,0,,1175,,565,,610,,0,,0,,0,,300,,135,,160,,0,,0,,0,,700,,320,,385,,0.1,,0,,0.1,,2640,,1200,,1435,,0,,0,,0,
Language spoken most often at home,"          Niger-Congo languages, n.i.e.",,210,,105,,110,,0,,0,,0,,670,,300,,375,,0,,0,,0,,85,,40,,45,,0,,0,,0,,120,,60,,55,,0,,0,,0,,835,,400,,435,,0,,0,,0,
Language spoken most often at home,        Nilo-Saharan languages,,155,,75,,80,,0,,0,,0,,1265,,640,,625,,0,,0,,0,,225,,120,,110,,0,,0,,0,,175,,85,,90,,0,,0,,0,,820,,380,,440,,0,,0,,0,
Language spoken most often at home,          Dinka,,30,,15,,10,,0,,0,,0,,560,,310,,245,,0,,0,,0,,85,,45,,40,,0,,0,,0,,75,,45,,30,,0,,0,,0,,125,,55,,70,,0,,0,,0,
Language spoken most often at home,          Nuer,,20,,10,,5,,0,,0,,0,,400,,185,,220,,0,,0,,0,,10,,5,,5,,0,,0,,0,,20,,10,,5,,0,,0,,0,,185,,80,,110,,0,,0,,0,
Language spoken most often at home,"          Nilo-Saharan languages, n.i.e.",,90,,40,,50,,0,,0,,0,,280,,135,,145,,0,,0,,0,,115,,60,,60,,0,,0,,0,,75,,30,,45,,0,,0,,0,,460,,220,,240,,0,,0,,0,
Language spoken most often at home,"          African, n.o.s.",,20,,10,,15,,0,,0,,0,,20,,10,,10,,0,,0,,0,,15,,15,,5,,0,,0,,0,,5,,0,,5,,0,,0,,0,,45,,25,,20,,0,,0,,0,
Language spoken most often at home,        Sign languages,,1720,,970,,745,,0,,0,,0,,1325,,765,,560,,0,,0,,0,,355,,205,,145,,0,,0,,0,,605,,340,,265,,0,,0.1,,0,,5010,,2900,,2115,,0,,0,,0,
Language spoken most often at home,          American Sign Language,,1390,,790,,605,,0,,0,,0,,1065,,610,,455,,0,,0,,0,,250,,150,,105,,0,,0,,0,,520,,290,,230,,0,,0,,0,,3920,,2240,,1680,,0,,0,,0,
Language spoken most often at home,          Quebec Sign Language,,5,,5,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,50,,30,,20,,0,,0,,0,
Language spoken most often at home,"          Sign languages, n.i.e.",,325,,180,,140,,0,,0,,0,,255,,150,,105,,0,,0,,0,,100,,60,,40,,0,,0,,0,,75,,45,,30,,0,,0,,0,,1035,,625,,410,,0,,0,,0,
Language spoken most often at home,        Sino-Tibetan languages,,310860,,141235,,169630,,6.3,,5.8,,6.7,,81325,,38350,,42970,,1.9,,1.8,,2,,11010,,5445,,5565,,1,,1,,1,,15585,,7640,,7950,,1.2,,1.2,,1.2,,469325,,219365,,249965,,3.3,,3.2,,3.5,
Language spoken most often at home,          Chinese languages,,309165,,140385,,168780,,6.2,,5.8,,6.7,,79775,,37570,,42200,,1.9,,1.8,,2,,10220,,5040,,5180,,0.9,,0.9,,0.9,,15135,,7400,,7735,,1.1,,1.1,,1.2,,461870,,215705,,246165,,3.3,,3.1,,3.4,
Language spoken most often at home,            Hakka,,605,,270,,335,,0,,0,,0,,310,,125,,180,,0,,0,,0,,10,,10,,5,,0,,0,,0,,10,,5,,5,,0,,0,,0,,2540,,1170,,1370,,0,,0,,0,
Language spoken most often at home,            Mandarin,,162130,,73835,,88295,,3.3,,3,,3.5,,40005,,19245,,20765,,0.9,,0.9,,1,,7415,,3695,,3715,,0.7,,0.7,,0.7,,9985,,4955,,5025,,0.8,,0.8,,0.8,,253860,,120260,,133600,,1.8,,1.7,,1.9,
Language spoken most often at home,            Min Dong,,95,,45,,50,,0,,0,,0,,20,,5,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,650,,310,,340,,0,,0,,0,
Language spoken most often at home,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,6285,,2850,,3440,,0.1,,0.1,,0.1,,985,,405,,575,,0,,0,,0,,55,,25,,30,,0,,0,,0,,130,,65,,70,,0,,0,,0,,4890,,2195,,2700,,0,,0,,0,
Language spoken most often at home,            Wu (Shanghainese),,2010,,930,,1080,,0,,0,,0,,265,,130,,140,,0,,0,,0,,50,,25,,25,,0,,0,,0,,55,,25,,25,,0,,0,,0,,2765,,1300,,1465,,0,,0,,0,
Language spoken most often at home,            Yue (Cantonese),,136525,,61785,,74745,,2.8,,2.5,,3,,37205,,17195,,20010,,0.9,,0.8,,0.9,,2490,,1190,,1295,,0.2,,0.2,,0.2,,4795,,2270,,2525,,0.4,,0.3,,0.4,,193955,,88915,,105040,,1.4,,1.3,,1.5,
Language spoken most often at home,"            Chinese, n.o.s.",,1455,,650,,805,,0,,0,,0,,965,,455,,505,,0,,0,,0,,200,,95,,100,,0,,0,,0,,155,,80,,75,,0,,0,,0,,3090,,1495,,1595,,0,,0,,0,
Language spoken most often at home,"            Chinese languages, n.i.e.",,60,,25,,35,,0,,0,,0,,25,,15,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,110,,55,,55,,0,,0,,0,
Language spoken most often at home,          Tibeto-Burman languages,,1665,,830,,835,,0,,0,,0,,1505,,765,,745,,0,,0,,0,,780,,400,,380,,0.1,,0.1,,0.1,,450,,240,,210,,0,,0,,0,,7310,,3585,,3720,,0.1,,0.1,,0.1,
Language spoken most often at home,            Burmese,,670,,325,,345,,0,,0,,0,,250,,125,,125,,0,,0,,0,,95,,50,,45,,0,,0,,0,,45,,30,,15,,0,,0,,0,,960,,460,,505,,0,,0,,0,
Language spoken most often at home,            Kuki-Chin languages,,170,,85,,85,,0,,0,,0,,120,,60,,60,,0,,0,,0,,25,,20,,10,,0,,0,,0,,30,,10,,15,,0,,0,,0,,305,,140,,165,,0,,0,,0,
Language spoken most often at home,            Karenic languages,,530,,270,,260,,0,,0,,0,,565,,280,,280,,0,,0,,0,,615,,310,,300,,0.1,,0.1,,0.1,,365,,190,,175,,0,,0,,0,,1275,,640,,630,,0,,0,,0,
Language spoken most often at home,              S'gaw Karen,,475,,240,,240,,0,,0,,0,,460,,230,,225,,0,,0,,0,,530,,270,,260,,0,,0,,0,,330,,170,,160,,0,,0,,0,,1105,,555,,550,,0,,0,,0,
Language spoken most often at home,"              Karenic languages, n.i.e.",,50,,30,,20,,0,,0,,0,,105,,50,,55,,0,,0,,0,,80,,45,,40,,0,,0,,0,,35,,20,,15,,0,,0,,0,,170,,85,,80,,0,,0,,0,
Language spoken most often at home,            Tibetan,,240,,130,,110,,0,,0,,0,,510,,265,,245,,0,,0,,0,,10,,5,,5,,0,,0,,0,,5,,0,,0,,0,,0,,0,,4540,,2245,,2300,,0,,0,,0,
Language spoken most often at home,"            Tibeto-Burman languages, n.i.e.",,60,,25,,30,,0,,0,,0,,60,,25,,30,,0,,0,,0,,35,,15,,20,,0,,0,,0,,10,,5,,5,,0,,0,,0,,225,,110,,115,,0,,0,,0,
Language spoken most often at home,"          Sino-Tibetan languages, n.i.e.",,35,,20,,20,,0,,0,,0,,50,,20,,25,,0,,0,,0,,10,,0,,5,,0,,0,,0,,10,,5,,5,,0,,0,,0,,145,,70,,80,,0,,0,,0,
Language spoken most often at home,        Tai-Kadai languages,,1570,,655,,915,,0,,0,,0,,1410,,655,,755,,0,,0,,0,,160,,75,,90,,0,,0,,0,,555,,260,,295,,0,,0,,0,,3995,,1875,,2120,,0,,0,,0,
Language spoken most often at home,          Lao,,500,,235,,265,,0,,0,,0,,430,,205,,230,,0,,0,,0,,125,,60,,65,,0,,0,,0,,440,,215,,230,,0,,0,,0,,2395,,1145,,1245,,0,,0,,0,
Language spoken most often at home,          Thai,,1010,,390,,620,,0,,0,,0,,930,,430,,495,,0,,0,,0,,35,,15,,20,,0,,0,,0,,115,,50,,65,,0,,0,,0,,1520,,700,,820,,0,,0,,0,
Language spoken most often at home,"          Tai-Kadai languages, n.i.e.",,60,,25,,30,,0,,0,,0,,50,,20,,35,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,85,,35,,55,,0,,0,,0,
Language spoken most often at home,        Turkic languages,,3030,,1540,,1490,,0.1,,0.1,,0.1,,2685,,1405,,1285,,0.1,,0.1,,0.1,,220,,110,,110,,0,,0,,0,,200,,105,,90,,0,,0,,0,,19965,,10165,,9800,,0.1,,0.1,,0.1,
Language spoken most often at home,          Azerbaijani,,295,,140,,155,,0,,0,,0,,235,,115,,120,,0,,0,,0,,25,,10,,15,,0,,0,,0,,10,,5,,5,,0,,0,,0,,1445,,715,,730,,0,,0,,0,
Language spoken most often at home,          Kazakh,,15,,5,,10,,0,,0,,0,,25,,15,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,5,,5,,0,,0,,0,,40,,20,,20,,0,,0,,0,
Language spoken most often at home,          Turkish,,2500,,1290,,1205,,0.1,,0.1,,0,,2180,,1145,,1035,,0.1,,0.1,,0,,180,,95,,85,,0,,0,,0,,135,,75,,60,,0,,0,,0,,17160,,8770,,8390,,0.1,,0.1,,0.1,
Language spoken most often at home,          Uyghur,,125,,60,,60,,0,,0,,0,,80,,40,,40,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,5,,5,,0,,0,,0,,490,,250,,240,,0,,0,,0,
Language spoken most often at home,          Uzbek,,65,,30,,35,,0,,0,,0,,125,,65,,55,,0,,0,,0,,5,,0,,5,,0,,0,,0,,20,,10,,5,,0,,0,,0,,580,,285,,300,,0,,0,,0,
Language spoken most often at home,"          Turkic languages, n.i.e.",,40,,15,,25,,0,,0,,0,,45,,25,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,5,,5,,0,,0,,0,,250,,125,,130,,0,,0,,0,
Language spoken most often at home,        Uralic languages,,2375,,1100,,1280,,0,,0,,0.1,,1805,,860,,945,,0,,0,,0,,175,,90,,85,,0,,0,,0,,270,,125,,150,,0,,0,,0,,12465,,5690,,6780,,0.1,,0.1,,0.1,
Language spoken most often at home,          Estonian,,65,,30,,35,,0,,0,,0,,25,,10,,10,,0,,0,,0,,10,,5,,5,,0,,0,,0,,0,,5,,0,,0,,0,,0,,485,,180,,300,,0,,0,,0,
Language spoken most often at home,          Finnish,,500,,210,,290,,0,,0,,0,,110,,55,,50,,0,,0,,0,,15,,10,,5,,0,,0,,0,,50,,20,,25,,0,,0,,0,,1140,,500,,640,,0,,0,,0,
Language spoken most often at home,          Hungarian,,1815,,855,,955,,0,,0,,0,,1675,,795,,880,,0,,0,,0,,155,,80,,75,,0,,0,,0,,220,,105,,120,,0,,0,,0,,10835,,5000,,5835,,0.1,,0.1,,0.1,
Language spoken most often at home,"        Other languages, n.i.e.",,20,,15,,15,,0,,0,,0,,70,,35,,35,,0,,0,,0,,20,,10,,10,,0,,0,,0,,20,,20,,5,,0,,0,,0,,195,,90,,100,,0,,0,,0,
Language spoken most often at home,  Multiple responses,,198040,,94560,,103480,,4,,3.9,,4.1,,166875,,81225,,85650,,4,,3.9,,4.1,,31360,,15460,,15900,,2.8,,2.8,,2.8,,54635,,26605,,28025,,4.1,,4,,4.2,,715095,,344690,,370405,,5.1,,5,,5.2,
Language spoken most often at home,    English and French,,7210,,3415,,3800,,0.1,,0.1,,0.2,,8010,,3875,,4130,,0.2,,0.2,,0.2,,1325,,615,,715,,0.1,,0.1,,0.1,,4330,,2015,,2315,,0.3,,0.3,,0.3,,59725,,27005,,32720,,0.4,,0.4,,0.5,
Language spoken most often at home,    English and non-official language(s),,183010,,87560,,95445,,3.7,,3.6,,3.8,,152980,,74600,,78375,,3.6,,3.5,,3.7,,29060,,14370,,14695,,2.6,,2.6,,2.6,,48350,,23650,,24700,,3.6,,3.6,,3.7,,624265,,303790,,320480,,4.4,,4.4,,4.5,
Language spoken most often at home,    French and non-official language(s),,535,,245,,295,,0,,0,,0,,770,,345,,430,,0,,0,,0,,130,,60,,65,,0,,0,,0,,400,,190,,205,,0,,0,,0,,6475,,2810,,3665,,0,,0,,0.1,
Language spoken most often at home,"    English, French and non-official language(s)",,1525,,735,,785,,0,,0,,0,,1755,,845,,915,,0,,0,,0,,250,,130,,120,,0,,0,,0,,550,,280,,265,,0,,0,,0,,12185,,5465,,6715,,0.1,,0.1,,0.1,
Language spoken most often at home,    Multiple non-official languages,,5760,,2605,,3160,,0.1,,0.1,,0.1,,3355,,1560,,1795,,0.1,,0.1,,0.1,,590,,285,,305,,0.1,,0.1,,0.1,,1000,,465,,535,,0.1,,0.1,,0.1,,12445,,5620,,6825,,0.1,,0.1,,0.1,
Other language spoken regularly at home,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,42,4951660,,2434585,,2517075,,100,,100,,100,,4221835,,2108780,,2113050,,100,,100,,100,,1116045,,555220,,560825,,100,,100,,100,,1326815,,658740,,668075,,100,,100,,100,,14099790,,6917915,,7181870,,100,,100,,100,
Other language spoken regularly at home,  None,,4130200,,2045235,,2084970,,83.4,,84,,82.8,,3610710,,1812855,,1797850,,85.5,,86,,85.1,,1008760,,502475,,506285,,90.4,,90.5,,90.3,,1128495,,562275,,566225,,85.1,,85.4,,84.8,,11528735,,5680910,,5847825,,81.8,,82.1,,81.4,
Other language spoken regularly at home,  English,,304845,,147605,,157245,,6.2,,6.1,,6.2,,224860,,111370,,113495,,5.3,,5.3,,5.4,,39070,,19635,,19435,,3.5,,3.5,,3.5,,73880,,36630,,37250,,5.6,,5.6,,5.6,,903960,,442585,,461380,,6.4,,6.4,,6.4,
Other language spoken regularly at home,  French,,34575,,15995,,18575,,0.7,,0.7,,0.7,,30900,,14530,,16375,,0.7,,0.7,,0.8,,6395,,2935,,3455,,0.6,,0.5,,0.6,,14475,,6645,,7830,,1.1,,1,,1.2,,189420,,84900,,104520,,1.3,,1.2,,1.5,
Other language spoken regularly at home,  Non-official language,,379250,,176935,,202310,,7.7,,7.3,,8,,279795,,133050,,146750,,6.6,,6.3,,6.9,,48520,,23370,,25145,,4.3,,4.2,,4.5,,86505,,41355,,45150,,6.5,,6.3,,6.8,,1136770,,544150,,592620,,8.1,,7.9,,8.3,
Other language spoken regularly at home,    Indigenous,39,5140,,2360,,2785,,0.1,,0.1,,0.1,,10470,,4835,,5630,,0.2,,0.2,,0.3,,10735,,4980,,5755,,1,,0.9,,1,,12015,,5565,,6455,,0.9,,0.8,,1,,9310,,4115,,5190,,0.1,,0.1,,0.1,
Other language spoken regularly at home,    Non-Indigenous,,374105,,174580,,199525,,7.6,,7.2,,7.9,,269325,,128210,,141115,,6.4,,6.1,,6.7,,37785,,18390,,19395,,3.4,,3.3,,3.5,,74485,,35790,,38695,,5.6,,5.4,,5.8,,1127465,,540035,,587425,,8,,7.8,,8.2,
Other language spoken regularly at home,  English and French,,2740,,1245,,1490,,0.1,,0.1,,0.1,,2825,,1370,,1455,,0.1,,0.1,,0.1,,345,,180,,170,,0,,0,,0,,750,,335,,420,,0.1,,0.1,,0.1,,16580,,7565,,9020,,0.1,,0.1,,0.1,
Other language spoken regularly at home,  English and non-official language(s),,46940,,22760,,24175,,0.9,,0.9,,1,,34750,,17340,,17410,,0.8,,0.8,,0.8,,6935,,3595,,3345,,0.6,,0.6,,0.6,,12370,,6345,,6025,,0.9,,1,,0.9,,140865,,70400,,70470,,1,,1,,1,
Other language spoken regularly at home,  French and non-official language(s),,11880,,5335,,6550,,0.2,,0.2,,0.3,,7875,,3655,,4220,,0.2,,0.2,,0.2,,1155,,515,,640,,0.1,,0.1,,0.1,,2360,,1060,,1300,,0.2,,0.2,,0.2,,52565,,22740,,29820,,0.4,,0.3,,0.4,
Other language spoken regularly at home,"  English, French and non-official language(s)",,655,,300,,360,,0,,0,,0,,565,,295,,275,,0,,0,,0,,65,,40,,30,,0,,0,,0,,170,,95,,70,,0,,0,,0,,2920,,1450,,1465,,0,,0,,0,
Other language spoken regularly at home,  Multiple non-official languages,,40580,,19180,,21395,,0.8,,0.8,,0.8,,29550,,14325,,15225,,0.7,,0.7,,0.7,,4795,,2475,,2320,,0.4,,0.4,,0.4,,7810,,4005,,3805,,0.6,,0.6,,0.6,,127975,,63220,,64755,,0.9,,0.9,,0.9,
Knowledge of languages,Total - Knowledge of languages for the population in private households - 25% sample data,43,4915940,,2416885,,2499055,,100,,100,,100,,4177720,,2088235,,2089485,,100,,100,,100,,1103200,,549495,,553705,,100,,100,,100,,1307185,,650230,,656955,,100,,100,,100,,14031755,,6887570,,7144185,,100,,100,,100,
Knowledge of languages,  Official languages,,4754865,,2350105,,2404760,,96.7,,97.2,,96.2,,4113035,,2061660,,2051375,,98.5,,98.7,,98.2,,1095170,,545875,,549300,,99.3,,99.3,,99.2,,1290665,,642990,,647680,,98.7,,98.9,,98.6,,13688615,,6750410,,6938210,,97.6,,98,,97.1,
Knowledge of languages,    English,,4753275,,2349445,,2403835,,96.7,,97.2,,96.2,,4109720,,2060230,,2049495,,98.4,,98.7,,98.1,,1094790,,545650,,549135,,99.2,,99.3,,99.2,,1288945,,642225,,646720,,98.6,,98.8,,98.4,,13650230,,6733550,,6916680,,97.3,,97.8,,96.8,
Knowledge of languages,    French,,327350,,145985,,181370,,6.7,,6,,7.3,,260415,,119860,,140560,,6.2,,5.7,,6.7,,52065,,23725,,28335,,4.7,,4.3,,5.1,,111785,,51090,,60700,,8.6,,7.9,,9.2,,1550545,,690530,,860020,,11.1,,10,,12,
Knowledge of languages,  Non-official languages,,1780325,,838795,,941525,,36.2,,34.7,,37.7,,1215795,,587465,,628325,,29.1,,28.1,,30.1,,209395,,103350,,106050,,19,,18.8,,19.2,,380140,,185575,,194565,,29.1,,28.5,,29.6,,5058180,,2428200,,2629980,,36,,35.3,,36.8,
Knowledge of languages,    Indigenous languages,39,16560,,7740,,8820,,0.3,,0.3,,0.4,,32910,,15640,,17275,,0.8,,0.7,,0.8,,35075,,16800,,18280,,3.2,,3.1,,3.3,,34405,,16285,,18120,,2.6,,2.5,,2.8,,29850,,13765,,16080,,0.2,,0.2,,0.2,
Knowledge of languages,      Algonquian languages,,1985,,885,,1100,,0,,0,,0,,29220,,13945,,15275,,0.7,,0.7,,0.7,,25960,,12535,,13430,,2.4,,2.3,,2.4,,32200,,15235,,16965,,2.5,,2.3,,2.6,,26775,,12415,,14355,,0.2,,0.2,,0.2,
Knowledge of languages,        Blackfoot,,60,,20,,45,,0,,0,,0,,6605,,3085,,3515,,0.2,,0.1,,0.2,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Knowledge of languages,        Cree-Innu languages,,1450,,675,,775,,0,,0,,0,,22000,,10590,,11410,,0.5,,0.5,,0.5,,24850,,11960,,12895,,2.3,,2.2,,2.3,,16120,,7560,,8560,,1.2,,1.2,,1.3,,5205,,2540,,2670,,0,,0,,0,
Knowledge of languages,          Atikamekw,,15,,15,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,15,,0,,0,,0,
Knowledge of languages,          Cree languages,,1425,,660,,770,,0,,0,,0,,21980,,10585,,11395,,0.5,,0.5,,0.5,,24850,,11960,,12895,,2.3,,2.2,,2.3,,16115,,7555,,8560,,1.2,,1.2,,1.3,,5155,,2520,,2640,,0,,0,,0,
Knowledge of languages,            Ililimowin (Moose Cree),,0,,0,,0,,0,,0,,0,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,335,,180,,150,,0,,0,,0,
Knowledge of languages,            Inu Ayimun (Southern East Cree),,0,,0,,0,,0,,0,,0,,15,,10,,0,,0,,0,,0,,20,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,10,,0,,0,,0,,0,
Knowledge of languages,            Iyiyiw-Ayimiwin (Northern East Cree),,10,,10,,0,,0,,0,,0,,190,,100,,90,,0,,0,,0,,145,,65,,75,,0,,0,,0,,90,,30,,65,,0,,0,,0,,200,,70,,130,,0,,0,,0,
Knowledge of languages,            Nehinawewin (Swampy Cree),,95,,25,,70,,0,,0,,0,,150,,60,,85,,0,,0,,0,,855,,440,,415,,0.1,,0.1,,0.1,,2330,,955,,1375,,0.2,,0.1,,0.2,,1165,,510,,655,,0,,0,,0,
Knowledge of languages,            Nehiyawewin (Plains Cree),,435,,195,,245,,0,,0,,0,,4265,,1840,,2425,,0.1,,0.1,,0.1,,6450,,3070,,3375,,0.6,,0.6,,0.6,,295,,125,,175,,0,,0,,0,,135,,50,,90,,0,,0,,0,
Knowledge of languages,            Nihithawiwin (Woods Cree),,160,,80,,80,,0,,0,,0,,2155,,1060,,1100,,0.1,,0.1,,0.1,,2365,,1125,,1235,,0.2,,0.2,,0.2,,195,,65,,130,,0,,0,,0,,95,,60,,35,,0,,0,,0,
Knowledge of languages,"            Cree, n.o.s.",,745,,360,,385,,0,,0,,0,,15405,,7600,,7800,,0.4,,0.4,,0.4,,15355,,7415,,7945,,1.4,,1.3,,1.4,,13310,,6420,,6890,,1,,1,,1,,3340,,1685,,1650,,0,,0,,0,
Knowledge of languages,          Innu (Montagnais),,10,,10,,0,,0,,0,,0,,20,,10,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,0,,25,,0,,0,,0,,20,,15,,10,,0,,0,,0,
Knowledge of languages,          Naskapi,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,10,,15,,0,,0,,0,
